Timestamp,Latitude,Longitude,Distance(km),Status,Alert,Google Maps
2026-06-13 15:22:55.304868,28.620572,77.203408,0.921,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.620572,77.203408"
2026-06-13 15:22:58.306230,28.619895,77.205945,0.73,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.619895,77.205945"
2026-06-13 15:23:01.308854,28.6139,77.209,0.0,PARKED,NONE,"https://maps.google.com/?q=28.6139,77.209"
2026-06-13 15:23:04.310307,28.616125,77.213151,0.475,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.616125,77.213151"
2026-06-13 15:23:07.312290,28.619254,77.211027,0.627,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.619254,77.211027"
2026-06-13 15:23:10.313967,28.620933,77.208396,0.784,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.620933,77.208396"
2026-06-13 15:23:13.315935,28.615448,77.203246,0.587,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.615448,77.203246"
2026-06-13 15:23:16.318238,28.6484,77.254509,5.869,THEFT SUSPECTED,GEOFENCE ALERT,"https://maps.google.com/?q=28.6484,77.254509"
2026-06-13 15:23:19.320594,28.6139,77.209,0.0,PARKED,NONE,"https://maps.google.com/?q=28.6139,77.209"
2026-06-13 15:23:22.321930,28.61335,77.214405,0.531,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.61335,77.214405"
2026-06-13 15:23:25.324517,28.60817,77.202419,0.905,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.60817,77.202419"
2026-06-13 15:23:28.325922,28.6139,77.209,0.0,PARKED,NONE,"https://maps.google.com/?q=28.6139,77.209"
2026-06-13 15:23:31.327714,28.6139,77.209,0.0,PARKED,NONE,"https://maps.google.com/?q=28.6139,77.209"
2026-06-13 15:23:34.329492,28.609081,77.20935,0.537,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.609081,77.20935"
2026-06-13 15:23:37.331199,28.61583,77.21416,0.547,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.61583,77.21416"
2026-06-13 15:23:40.333846,28.642624,77.248323,4.993,THEFT SUSPECTED,GEOFENCE ALERT,"https://maps.google.com/?q=28.642624,77.248323"
2026-06-13 15:23:43.335658,28.646068,77.24244,4.842,THEFT SUSPECTED,GEOFENCE ALERT,"https://maps.google.com/?q=28.646068,77.24244"
2026-06-13 15:23:46.337163,28.618469,77.210955,0.543,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.618469,77.210955"
2026-06-13 15:23:49.338665,28.6139,77.209,0.0,PARKED,NONE,"https://maps.google.com/?q=28.6139,77.209"
2026-06-13 15:23:52.339769,28.6139,77.209,0.0,PARKED,NONE,"https://maps.google.com/?q=28.6139,77.209"
2026-06-13 15:23:55.341123,28.62031,77.204294,0.848,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.62031,77.204294"
2026-06-13 15:23:58.344895,28.616189,77.216223,0.75,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.616189,77.216223"
2026-06-13 15:24:01.349739,28.615611,77.20711,0.265,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.615611,77.20711"
2026-06-13 15:24:04.354227,28.637413,77.238824,3.913,THEFT SUSPECTED,GEOFENCE ALERT,"https://maps.google.com/?q=28.637413,77.238824"
2026-06-13 15:24:07.356146,28.656848,77.242177,5.77,THEFT SUSPECTED,GEOFENCE ALERT,"https://maps.google.com/?q=28.656848,77.242177"
2026-06-13 15:24:10.358184,28.606544,77.208876,0.818,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.606544,77.208876"
2026-06-13 15:24:13.359431,28.618426,77.211215,0.548,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.618426,77.211215"
2026-06-13 15:24:16.360739,28.657039,77.240487,5.697,THEFT SUSPECTED,GEOFENCE ALERT,"https://maps.google.com/?q=28.657039,77.240487"
2026-06-13 15:24:19.363001,28.62008,77.211807,0.74,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.62008,77.211807"
2026-06-13 15:24:22.364520,28.609415,77.213604,0.671,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.609415,77.213604"
2026-06-13 15:24:25.366097,28.641424,77.238109,4.176,THEFT SUSPECTED,GEOFENCE ALERT,"https://maps.google.com/?q=28.641424,77.238109"
2026-06-13 15:24:28.367585,28.615523,77.202722,0.639,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.615523,77.202722"
2026-06-13 15:24:31.369625,28.660553,77.23528,5.787,THEFT SUSPECTED,GEOFENCE ALERT,"https://maps.google.com/?q=28.660553,77.23528"
2026-06-13 15:24:34.370674,28.615618,77.216332,0.741,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.615618,77.216332"
2026-06-13 15:24:37.372566,28.607063,77.211447,0.797,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.607063,77.211447"
2026-06-13 15:24:40.387877,28.658066,77.240376,5.787,THEFT SUSPECTED,GEOFENCE ALERT,"https://maps.google.com/?q=28.658066,77.240376"
2026-06-13 15:24:43.415011,28.6139,77.209,0.0,PARKED,NONE,"https://maps.google.com/?q=28.6139,77.209"
2026-06-13 15:24:46.416277,28.618141,77.215796,0.814,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.618141,77.215796"
2026-06-13 15:24:49.417623,28.610575,77.207358,0.403,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.610575,77.207358"
2026-06-13 15:24:52.419098,28.6139,77.209,0.0,PARKED,NONE,"https://maps.google.com/?q=28.6139,77.209"
2026-06-13 15:24:55.421133,28.607961,77.215161,0.893,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.607961,77.215161"
2026-06-13 15:24:58.422794,28.6139,77.209,0.0,PARKED,NONE,"https://maps.google.com/?q=28.6139,77.209"
2026-06-13 15:25:01.424263,28.659822,77.237699,5.824,THEFT SUSPECTED,GEOFENCE ALERT,"https://maps.google.com/?q=28.659822,77.237699"
2026-06-13 15:25:04.425730,28.621817,77.208726,0.881,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.621817,77.208726"
2026-06-13 15:25:07.428139,28.641873,77.23276,3.88,THEFT SUSPECTED,GEOFENCE ALERT,"https://maps.google.com/?q=28.641873,77.23276"
2026-06-13 15:25:10.430244,28.609995,77.201669,0.837,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.609995,77.201669"
2026-06-13 15:25:13.431995,28.6139,77.209,0.0,PARKED,NONE,"https://maps.google.com/?q=28.6139,77.209"
2026-06-13 15:25:16.434126,28.613495,77.209546,0.07,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.613495,77.209546"
2026-06-13 15:25:19.435962,28.606885,77.207269,0.798,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.606885,77.207269"
2026-06-13 15:25:22.437563,28.61815,77.208888,0.473,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.61815,77.208888"
2026-06-13 15:25:25.439435,28.620804,77.202549,0.993,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.620804,77.202549"
2026-06-13 15:25:28.440943,28.610603,77.210591,0.398,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.610603,77.210591"
2026-06-13 15:25:31.443068,28.6139,77.209,0.0,PARKED,NONE,"https://maps.google.com/?q=28.6139,77.209"
2026-06-13 15:25:34.447243,28.605924,77.210784,0.904,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.605924,77.210784"
2026-06-13 15:25:37.449036,28.607349,77.203922,0.881,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.607349,77.203922"
2026-06-13 15:25:40.450551,28.620077,77.208465,0.689,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.620077,77.208465"
2026-06-13 15:25:43.453026,28.608853,77.20646,0.614,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.608853,77.20646"
2026-06-13 15:25:46.455709,28.617347,77.20262,0.731,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.617347,77.20262"
2026-06-13 15:25:49.457786,28.6139,77.209,0.0,PARKED,NONE,"https://maps.google.com/?q=28.6139,77.209"
2026-06-13 15:25:52.458913,28.6139,77.209,0.0,PARKED,NONE,"https://maps.google.com/?q=28.6139,77.209"
2026-06-13 15:25:55.460703,28.611032,77.206477,0.403,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.611032,77.206477"
2026-06-13 15:25:58.461996,28.641701,77.249119,4.989,THEFT SUSPECTED,GEOFENCE ALERT,"https://maps.google.com/?q=28.641701,77.249119"
2026-06-13 15:26:01.463984,28.6139,77.209,0.0,PARKED,NONE,"https://maps.google.com/?q=28.6139,77.209"
2026-06-13 15:26:04.465599,28.610255,77.215477,0.751,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.610255,77.215477"
2026-06-13 15:26:07.467148,28.609708,77.2168,0.893,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.609708,77.2168"
2026-06-13 15:26:10.469656,28.655539,77.239617,5.511,THEFT SUSPECTED,GEOFENCE ALERT,"https://maps.google.com/?q=28.655539,77.239617"
2026-06-13 15:26:13.471153,28.61152,77.205764,0.412,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.61152,77.205764"
2026-06-13 15:26:16.472647,28.615096,77.202947,0.606,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.615096,77.202947"
2026-06-13 15:26:19.475197,28.6086,77.203238,0.815,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.6086,77.203238"
2026-06-13 15:26:22.476895,28.645886,77.252773,5.559,THEFT SUSPECTED,GEOFENCE ALERT,"https://maps.google.com/?q=28.645886,77.252773"
2026-06-13 15:26:25.478595,28.651568,77.246621,5.57,THEFT SUSPECTED,GEOFENCE ALERT,"https://maps.google.com/?q=28.651568,77.246621"
2026-06-13 15:26:28.480383,28.61404,77.21691,0.772,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.61404,77.21691"
2026-06-13 15:26:31.481901,28.638538,77.23282,3.593,THEFT SUSPECTED,GEOFENCE ALERT,"https://maps.google.com/?q=28.638538,77.23282"
2026-06-13 15:26:34.483191,28.618945,77.205838,0.64,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.618945,77.205838"
2026-06-13 15:26:37.484850,28.615015,77.21255,0.368,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.615015,77.21255"
2026-06-13 15:26:40.486816,28.62161,77.206141,0.902,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.62161,77.206141"
2026-06-13 15:26:43.488496,28.620655,77.212758,0.836,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.620655,77.212758"
2026-06-13 15:26:46.489963,28.616213,77.209489,0.262,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.616213,77.209489"
2026-06-13 15:26:49.491650,28.658699,77.248316,6.288,THEFT SUSPECTED,GEOFENCE ALERT,"https://maps.google.com/?q=28.658699,77.248316"
2026-06-13 15:26:52.493742,28.611237,77.206627,0.376,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.611237,77.206627"
2026-06-13 15:26:55.496203,28.613582,77.209974,0.101,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.613582,77.209974"
2026-06-13 15:26:58.498001,28.635225,77.237471,3.653,THEFT SUSPECTED,GEOFENCE ALERT,"https://maps.google.com/?q=28.635225,77.237471"
2026-06-13 15:27:01.499635,28.621426,77.201043,1.142,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.621426,77.201043"
2026-06-13 15:27:04.501049,28.607868,77.205994,0.732,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.607868,77.205994"
2026-06-13 15:27:07.502971,28.61621,77.212434,0.422,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.61621,77.212434"
2026-06-13 15:27:10.504838,28.614108,77.210442,0.143,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.614108,77.210442"
2026-06-13 15:27:13.506019,28.6139,77.209,0.0,PARKED,NONE,"https://maps.google.com/?q=28.6139,77.209"
2026-06-13 15:27:16.507463,28.6139,77.209,0.0,PARKED,NONE,"https://maps.google.com/?q=28.6139,77.209"
2026-06-13 15:27:19.508840,28.616115,77.210569,0.29,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.616115,77.210569"
2026-06-13 15:27:22.511730,28.6139,77.209,0.0,PARKED,NONE,"https://maps.google.com/?q=28.6139,77.209"
2026-06-13 15:27:25.513458,28.617854,77.210605,0.467,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.617854,77.210605"
2026-06-13 15:27:28.515843,28.6139,77.209,0.0,PARKED,NONE,"https://maps.google.com/?q=28.6139,77.209"
2026-06-13 15:27:31.517668,28.60805,77.210853,0.675,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.60805,77.210853"
2026-06-13 15:27:34.519711,28.611924,77.213749,0.513,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.611924,77.213749"
2026-06-13 15:27:37.521593,28.608077,77.207301,0.668,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.608077,77.207301"
2026-06-13 15:27:40.523036,28.617041,77.209965,0.362,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.617041,77.209965"
2026-06-13 15:27:43.524668,28.612505,77.212864,0.408,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.612505,77.212864"
2026-06-13 15:27:46.525886,28.608764,77.213233,0.705,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.608764,77.213233"
2026-06-13 15:27:49.527075,28.6139,77.209,0.0,PARKED,NONE,"https://maps.google.com/?q=28.6139,77.209"
2026-06-13 15:27:52.528419,28.608131,77.204056,0.803,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.608131,77.204056"
2026-06-13 15:27:55.529903,28.606685,77.215168,1.003,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.606685,77.215168"
2026-06-13 15:27:58.531760,28.6139,77.209,0.0,PARKED,NONE,"https://maps.google.com/?q=28.6139,77.209"
2026-06-13 15:28:01.533495,28.655723,77.255691,6.511,THEFT SUSPECTED,GEOFENCE ALERT,"https://maps.google.com/?q=28.655723,77.255691"
2026-06-13 15:28:04.535211,28.614347,77.205524,0.343,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.614347,77.205524"
2026-06-13 15:28:07.537203,28.611153,77.209292,0.307,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.611153,77.209292"
2026-06-13 15:28:10.538618,28.62145,77.208057,0.845,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.62145,77.208057"
2026-06-13 15:28:13.540400,28.610537,77.209247,0.375,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.610537,77.209247"
2026-06-13 15:28:16.542028,28.619883,77.210359,0.678,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.619883,77.210359"
2026-06-13 15:28:19.543466,28.614268,77.211068,0.206,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.614268,77.211068"
2026-06-13 15:28:22.545150,28.642037,77.229049,3.69,THEFT SUSPECTED,GEOFENCE ALERT,"https://maps.google.com/?q=28.642037,77.229049"
2026-06-13 15:28:25.547732,28.650456,77.236716,4.883,THEFT SUSPECTED,GEOFENCE ALERT,"https://maps.google.com/?q=28.650456,77.236716"
2026-06-13 15:28:28.549524,28.65816,77.237905,5.673,THEFT SUSPECTED,GEOFENCE ALERT,"https://maps.google.com/?q=28.65816,77.237905"
2026-06-13 15:28:31.551030,28.6139,77.209,0.0,PARKED,NONE,"https://maps.google.com/?q=28.6139,77.209"
2026-06-13 15:28:34.552587,28.608864,77.206167,0.625,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.608864,77.206167"
2026-06-13 15:28:37.554061,28.642566,77.231294,3.859,THEFT SUSPECTED,GEOFENCE ALERT,"https://maps.google.com/?q=28.642566,77.231294"
2026-06-13 15:28:40.555747,28.610051,77.211145,0.476,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.610051,77.211145"
2026-06-13 15:28:43.557025,28.617008,77.214622,0.649,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.617008,77.214622"
2026-06-13 15:28:46.558905,28.659265,77.236834,5.729,THEFT SUSPECTED,GEOFENCE ALERT,"https://maps.google.com/?q=28.659265,77.236834"
2026-06-13 15:28:49.561507,28.6202,77.209149,0.701,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.6202,77.209149"
2026-06-13 15:28:52.563312,28.610408,77.201765,0.806,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.610408,77.201765"
2026-06-13 15:28:55.565261,28.615151,77.216167,0.713,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.615151,77.216167"
2026-06-13 15:28:58.568924,28.616726,77.210184,0.335,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.616726,77.210184"
2026-06-13 15:29:01.570742,28.621309,77.212399,0.888,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.621309,77.212399"
2026-06-13 15:29:04.572193,28.611105,77.207127,0.361,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.611105,77.207127"
2026-06-13 15:29:07.574260,28.6139,77.209,0.0,PARKED,NONE,"https://maps.google.com/?q=28.6139,77.209"
2026-06-13 15:29:10.576317,28.608495,77.202568,0.869,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.608495,77.202568"
2026-06-13 15:29:13.578119,28.6139,77.209,0.0,PARKED,NONE,"https://maps.google.com/?q=28.6139,77.209"
2026-06-13 15:29:16.579739,28.621761,77.207448,0.887,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.621761,77.207448"
2026-06-13 15:29:19.581599,28.612903,77.207718,0.167,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.612903,77.207718"
2026-06-13 15:29:22.583123,28.647118,77.256762,5.948,THEFT SUSPECTED,GEOFENCE ALERT,"https://maps.google.com/?q=28.647118,77.256762"
2026-06-13 15:29:25.584754,28.60971,77.204045,0.672,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.60971,77.204045"
2026-06-13 15:29:28.586379,28.617379,77.202336,0.757,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.617379,77.202336"
2026-06-13 15:29:31.588349,28.649342,77.244322,5.236,THEFT SUSPECTED,GEOFENCE ALERT,"https://maps.google.com/?q=28.649342,77.244322"
2026-06-13 15:29:34.590524,28.615113,77.216336,0.729,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.615113,77.216336"
2026-06-13 15:29:37.592137,28.610031,77.211908,0.515,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.610031,77.211908"
2026-06-13 15:29:40.594008,28.637873,77.232469,3.515,THEFT SUSPECTED,GEOFENCE ALERT,"https://maps.google.com/?q=28.637873,77.232469"
2026-06-13 15:29:43.595653,28.61271,77.207267,0.215,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.61271,77.207267"
2026-06-13 15:29:46.597209,28.607741,77.208907,0.685,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.607741,77.208907"
2026-06-13 15:29:49.599508,28.644793,77.229842,3.992,THEFT SUSPECTED,GEOFENCE ALERT,"https://maps.google.com/?q=28.644793,77.229842"
2026-06-13 15:29:52.600780,28.616528,77.213564,0.533,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.616528,77.213564"
2026-06-13 15:29:55.602444,28.612806,77.205437,0.368,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.612806,77.205437"
2026-06-13 15:29:58.604007,28.6139,77.209,0.0,PARKED,NONE,"https://maps.google.com/?q=28.6139,77.209"
2026-06-13 15:30:01.605476,28.6139,77.209,0.0,PARKED,NONE,"https://maps.google.com/?q=28.6139,77.209"
2026-06-13 15:30:04.607100,28.6139,77.209,0.0,PARKED,NONE,"https://maps.google.com/?q=28.6139,77.209"
2026-06-13 15:30:07.609074,28.618319,77.216709,0.899,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.618319,77.216709"
2026-06-13 15:30:10.610924,28.612407,77.214788,0.589,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.612407,77.214788"
2026-06-13 15:30:13.612199,28.653827,77.234061,5.069,THEFT SUSPECTED,GEOFENCE ALERT,"https://maps.google.com/?q=28.653827,77.234061"
2026-06-13 15:30:16.614054,28.6139,77.209,0.0,PARKED,NONE,"https://maps.google.com/?q=28.6139,77.209"
2026-06-13 15:30:19.615450,28.6139,77.209,0.0,PARKED,NONE,"https://maps.google.com/?q=28.6139,77.209"
2026-06-13 15:30:22.617938,28.609623,77.207686,0.493,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.609623,77.207686"
2026-06-13 15:30:25.619717,28.635,77.243434,4.099,THEFT SUSPECTED,GEOFENCE ALERT,"https://maps.google.com/?q=28.635,77.243434"
2026-06-13 15:30:28.621357,28.620488,77.213776,0.868,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.620488,77.213776"
2026-06-13 15:30:31.623680,28.655612,77.251879,6.247,THEFT SUSPECTED,GEOFENCE ALERT,"https://maps.google.com/?q=28.655612,77.251879"
2026-06-13 15:30:34.625384,28.6139,77.209,0.0,PARKED,NONE,"https://maps.google.com/?q=28.6139,77.209"
2026-06-13 15:30:37.627346,28.618247,77.213495,0.653,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.618247,77.213495"
2026-06-13 15:30:40.628936,28.616291,77.205469,0.435,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.616291,77.205469"
2026-06-13 15:30:43.630894,28.656486,77.244263,5.854,THEFT SUSPECTED,GEOFENCE ALERT,"https://maps.google.com/?q=28.656486,77.244263"
2026-06-13 15:30:46.632400,28.6139,77.209,0.0,PARKED,NONE,"https://maps.google.com/?q=28.6139,77.209"
2026-06-13 15:30:49.634518,28.615969,77.202126,0.709,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.615969,77.202126"
2026-06-13 15:30:52.636112,28.609664,77.206714,0.521,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.609664,77.206714"
2026-06-13 15:30:55.637689,28.6139,77.209,0.0,PARKED,NONE,"https://maps.google.com/?q=28.6139,77.209"
2026-06-13 15:30:58.639464,28.640725,77.229308,3.581,THEFT SUSPECTED,GEOFENCE ALERT,"https://maps.google.com/?q=28.640725,77.229308"
2026-06-13 15:31:01.641174,28.6139,77.209,0.0,PARKED,NONE,"https://maps.google.com/?q=28.6139,77.209"
2026-06-13 15:31:04.642782,28.619685,77.216291,0.959,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.619685,77.216291"
2026-06-13 15:31:07.644191,28.607519,77.208802,0.71,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.607519,77.208802"
2026-06-13 15:31:10.645516,28.6139,77.209,0.0,PARKED,NONE,"https://maps.google.com/?q=28.6139,77.209"
2026-06-13 15:31:13.647305,28.650206,77.236911,4.87,THEFT SUSPECTED,GEOFENCE ALERT,"https://maps.google.com/?q=28.650206,77.236911"
2026-06-13 15:31:16.648558,28.618698,77.212439,0.63,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.618698,77.212439"
2026-06-13 15:31:19.650130,28.614768,77.203902,0.507,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.614768,77.203902"
2026-06-13 15:31:22.651292,28.612876,77.20744,0.19,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.612876,77.20744"
2026-06-13 15:31:25.653273,28.620701,77.203503,0.927,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.620701,77.203503"
2026-06-13 15:31:28.654521,28.640191,77.23055,3.601,THEFT SUSPECTED,GEOFENCE ALERT,"https://maps.google.com/?q=28.640191,77.23055"
2026-06-13 15:31:31.656046,28.613269,77.205336,0.364,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.613269,77.205336"
2026-06-13 15:31:34.657532,28.609548,77.203065,0.755,MOVING SAFELY,NONE,"https://maps.google.com/?q=28.609548,77.203065"
